searched_name,status,openalex_id,display_name,works_api_url,h_index,works_count,country_code
Akiko Matsuo,200,https://openalex.org/A5022066530,Akiko Matsuo,https://api.openalex.org/works?filter=author.id:A5022066530,32.0,356.0,
Akira Matsui,200,https://openalex.org/A5082554858,Akira Matsui,https://api.openalex.org/works?filter=author.id:A5082554858,55.0,642.0,
Ákos Huszár,200,https://openalex.org/A5054348632,Ákos Huszár,https://api.openalex.org/works?filter=author.id:A5054348632,6.0,35.0,
Akrati Saxena,200,https://openalex.org/A5055236010,Akrati Saxena,https://api.openalex.org/works?filter=author.id:A5055236010,12.0,88.0,
alberto bisin,200,https://openalex.org/A5050312988,Alberto Bisin,https://api.openalex.org/works?filter=author.id:A5050312988,39.0,201.0,
Alec Kirkley,200,https://openalex.org/A5058731900,Alec Kirkley,https://api.openalex.org/works?filter=author.id:A5058731900,11.0,60.0,
Alejandro De la fuente Cuesta,200,,,,,,
Aleksandra Torbica,200,https://openalex.org/A5008132739,Aleksandra Torbica,https://api.openalex.org/works?filter=author.id:A5008132739,35.0,190.0,
Alessandro Cortese,200,https://openalex.org/A5068647614,Alessandro Lozza,https://api.openalex.org/works?filter=author.id:A5068647614,24.0,90.0,
Alessandro Flammini,200,https://openalex.org/A5011228873,Alessandro Flammini,https://api.openalex.org/works?filter=author.id:A5011228873,61.0,243.0,
Alessandro Galeazzi,200,https://openalex.org/A5047301239,Alessandro Galeazzi,https://api.openalex.org/works?filter=author.id:A5047301239,13.0,52.0,
Alessandro Lomi,200,https://openalex.org/A5018108132,Alessandro Lomi,https://api.openalex.org/works?filter=author.id:A5018108132,35.0,187.0,
Alessandro Pluchino,200,https://openalex.org/A5032482559,Alessandro Pluchino,https://api.openalex.org/works?filter=author.id:A5032482559,32.0,218.0,
Alessandro Riboni,200,https://openalex.org/A5011822190,Francisco J. Ruge‐Murcia,https://api.openalex.org/works?filter=author.id:A5011822190,25.0,94.0,
Alessia Galdeman,200,https://openalex.org/A5052788698,Alessia Galdeman,https://api.openalex.org/works?filter=author.id:A5052788698,5.0,15.0,
Alessia Melegaro,200,https://openalex.org/A5061900944,Alessia Melegaro,https://api.openalex.org/works?filter=author.id:A5061900944,41.0,136.0,
Alex Berke,200,https://openalex.org/A5007875216,Alex Berke,https://api.openalex.org/works?filter=author.id:A5007875216,10.0,37.0,
Alex Koch,200,https://openalex.org/A5007830440,Alex Koch,https://api.openalex.org/works?filter=author.id:A5007830440,24.0,79.0,
Alex Pentland,200,https://openalex.org/A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,121.0,1001.0,
Alexander Hartland,200,https://openalex.org/A5010098341,Alexander W. Hartland,https://api.openalex.org/works?filter=author.id:A5010098341,5.0,12.0,
Alexander Mintz,200,https://openalex.org/A5067988005,Alexander Birbrair,https://api.openalex.org/works?filter=author.id:A5067988005,41.0,215.0,
Alexandra Rottenkolber,200,https://openalex.org/A5119600915,Alexandra Rottenkolber,https://api.openalex.org/works?filter=author.id:A5119600915,0.0,1.0,
Alexandra Segerberg,200,https://openalex.org/A5054478253,Alexandra Segerberg,https://api.openalex.org/works?filter=author.id:A5054478253,14.0,38.0,
Alexandre Bovet,200,https://openalex.org/A5018986925,Alexandre Bovet,https://api.openalex.org/works?filter=author.id:A5018986925,15.0,84.0,
Alexandre Evsukoff,200,https://openalex.org/A5080030270,Alexandre G. Evsukoff,https://api.openalex.org/works?filter=author.id:A5080030270,20.0,126.0,
Alexandria Leto,200,https://openalex.org/A5093992721,Alexandria Leto,https://api.openalex.org/works?filter=author.id:A5093992721,1.0,4.0,
Alexi Quintana Mathé,200,https://openalex.org/A5089842725,Alexi Quintana,https://api.openalex.org/works?filter=author.id:A5089842725,13.0,133.0,
Ali Salloum,200,https://openalex.org/A5068770852,Ali Pınar,https://api.openalex.org/works?filter=author.id:A5068770852,30.0,296.0,
Ali Tafti,200,https://openalex.org/A5000760201,Ali Tafti,https://api.openalex.org/works?filter=author.id:A5000760201,15.0,62.0,
Aliakbar Akbaritabar,200,https://openalex.org/A5067953991,Aliakbar Akbaritabar,https://api.openalex.org/works?filter=author.id:A5067953991,12.0,57.0,
Alina Herderich,200,https://openalex.org/A5017332030,Alina Herderich,https://api.openalex.org/works?filter=author.id:A5017332030,4.0,20.0,
Alisa Kanganis,200,https://openalex.org/A5117815526,Alisa Kanganis,https://api.openalex.org/works?filter=author.id:A5117815526,0.0,2.0,
Allison Koenecke,200,https://openalex.org/A5065441417,Joshua T Vogelstein,https://api.openalex.org/works?filter=author.id:A5065441417,48.0,582.0,
Almog Simchon,200,https://openalex.org/A5031514121,Almog Simchon,https://api.openalex.org/works?filter=author.id:A5031514121,10.0,51.0,
Alvin Zhou,200,https://openalex.org/A5058939619,Alvin Zhou,https://api.openalex.org/works?filter=author.id:A5058939619,18.0,66.0,
Amal Labbouz,200,https://openalex.org/A5052432924,Amal Labbouz,https://api.openalex.org/works?filter=author.id:A5052432924,0.0,1.0,
Amir Ghasemian,200,https://openalex.org/A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,10.0,26.0,
Amir Goldberg,200,https://openalex.org/A5109219790,Amir Pnueli,https://api.openalex.org/works?filter=author.id:A5109219790,88.0,367.0,
Amir Tohidi Kalorazi,200,https://openalex.org/A5066951068,Amir Tohidi Kalorazi,https://api.openalex.org/works?filter=author.id:A5066951068,0.0,1.0,
AmirEmad Ghassami,200,https://openalex.org/A5078609284,AmirEmad Ghassami,https://api.openalex.org/works?filter=author.id:A5078609284,11.0,66.0,
Amirhossein Nakhaei,200,,,,,,
Amit Goldenberg,200,https://openalex.org/A5025218700,Amit Goldenberg,https://api.openalex.org/works?filter=author.id:A5025218700,30.0,171.0,
Amr Hilal,200,https://openalex.org/A5001076668,Amr Hilal,https://api.openalex.org/works?filter=author.id:A5001076668,5.0,23.0,
Amy L Murphy,200,https://openalex.org/A5002205400,Amy L. Murphy,https://api.openalex.org/works?filter=author.id:A5002205400,36.0,190.0,
Ana Ma,200,https://openalex.org/A5007296816,Michael A. Borger,https://api.openalex.org/works?filter=author.id:A5007296816,114.0,1208.0,
Ana Vranić,200,https://openalex.org/A5018089491,Ana Vranić,https://api.openalex.org/works?filter=author.id:A5018089491,3.0,15.0,
Anastasia Giachanou,200,https://openalex.org/A5072912426,Anastasia Giachanou,https://api.openalex.org/works?filter=author.id:A5072912426,21.0,80.0,
Anastasia Golovin,200,https://openalex.org/A5040873440,Anastasia Golovin,https://api.openalex.org/works?filter=author.id:A5040873440,6.0,18.0,
Anastasia Menshikova,200,https://openalex.org/A5024468323,Anastasia Menshikova,https://api.openalex.org/works?filter=author.id:A5024468323,2.0,6.0,
Anastassia Vybornova,200,https://openalex.org/A5077871284,Anastassia Vybornova,https://api.openalex.org/works?filter=author.id:A5077871284,5.0,23.0,
Anca Balietti,200,https://openalex.org/A5009838386,Anca Balietti,https://api.openalex.org/works?filter=author.id:A5009838386,2.0,19.0,
Anders Giovanni Møller,200,https://openalex.org/A5020418858,Anders Giovanni Møller,https://api.openalex.org/works?filter=author.id:A5020418858,5.0,14.0,
Anders Weile,200,https://openalex.org/A5111510233,Anders Weile Larsen,https://api.openalex.org/works?filter=author.id:A5111510233,1.0,4.0,
Anding Wang,200,https://openalex.org/A5041987478,Anding Wang,https://api.openalex.org/works?filter=author.id:A5041987478,36.0,116.0,
André Calero Valdez,200,https://openalex.org/A5004787389,André Calero Valdez,https://api.openalex.org/works?filter=author.id:A5004787389,26.0,180.0,
André Mata,200,https://openalex.org/A5035729006,André Mata,https://api.openalex.org/works?filter=author.id:A5035729006,17.0,83.0,
Andrea Bamberg Migliano,200,https://openalex.org/A5076698573,Andrea Bamberg Migliano,https://api.openalex.org/works?filter=author.id:A5076698573,35.0,112.0,
Andrea Baños-Ramos,200,https://openalex.org/A5117345727,Andrea Baños-Ramos,https://api.openalex.org/works?filter=author.id:A5117345727,0.0,2.0,
Andrea Baronchelli,200,https://openalex.org/A5068182184,Andrea Baronchelli,https://api.openalex.org/works?filter=author.id:A5068182184,46.0,256.0,
Andrea Civilini,200,https://openalex.org/A5031499875,Andrea Civilini,https://api.openalex.org/works?filter=author.id:A5031499875,4.0,14.0,
Andrea Lo Sasso,200,https://openalex.org/A5102699008,Andrea Lo Sasso,https://api.openalex.org/works?filter=author.id:A5102699008,1.0,1.0,
Andrea Rapisarda,200,https://openalex.org/A5059301263,Andrea Rapisarda,https://api.openalex.org/works?filter=author.id:A5059301263,36.0,268.0,
Andrea W Wen-Yi,200,https://openalex.org/A5093402679,Andrea W Wen-Yi,https://api.openalex.org/works?filter=author.id:A5093402679,2.0,8.0,
Andreas Bjerre-Nielsen,200,https://openalex.org/A5058732791,Andreas Bjerre-Nielsen,https://api.openalex.org/works?filter=author.id:A5058732791,10.0,32.0,
Andreas Christian Schneider,200,,,,,,
Andreas Flache,200,https://openalex.org/A5055990297,Andreas Flache,https://api.openalex.org/works?filter=author.id:A5055990297,41.0,235.0,
Andreas Kaltenbrunner,200,https://openalex.org/A5053529497,Andreas Kaltenbrunner,https://api.openalex.org/works?filter=author.id:A5053529497,27.0,134.0,
Andreas Maier,200,https://openalex.org/A5101619735,Andreas Maier,https://api.openalex.org/works?filter=author.id:A5101619735,53.0,1700.0,
Andreas Spitz,200,https://openalex.org/A5018128415,Andreas Spitz,https://api.openalex.org/works?filter=author.id:A5018128415,16.0,111.0,
Andres CASTRO,200,https://openalex.org/A5023412378,F. J. Castander,https://api.openalex.org/works?filter=author.id:A5023412378,104.0,746.0,
Andrés Gvirtz,200,https://openalex.org/A5108018053,Andrés Gvirtz,https://api.openalex.org/works?filter=author.id:A5108018053,6.0,20.0,
Andres Karjus,200,https://openalex.org/A5064355537,Andres Karjus,https://api.openalex.org/works?filter=author.id:A5064355537,9.0,46.0,
Andrew Crooks,200,https://openalex.org/A5049314735,Andrew Crooks,https://api.openalex.org/works?filter=author.id:A5049314735,42.0,210.0,
Andrew Halterman,200,https://openalex.org/A5021564671,Andrew Halterman,https://api.openalex.org/works?filter=author.id:A5021564671,2.0,3.0,
Andrew Lippman,200,https://openalex.org/A5113714609,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5113714609,32.0,148.0,
Andrew Piper,200,https://openalex.org/A5027417114,Andrew Piper,https://api.openalex.org/works?filter=author.id:A5027417114,14.0,176.0,
Andrew Renninger,200,https://openalex.org/A5012236452,Andrew Renninger,https://api.openalex.org/works?filter=author.id:A5012236452,3.0,20.0,
Andrew Schauf,200,https://openalex.org/A5040651152,Andrew Schauf,https://api.openalex.org/works?filter=author.id:A5040651152,3.0,13.0,
Ane Rahbek Vierø,200,https://openalex.org/A5070868747,Ane Rahbek Vierø,https://api.openalex.org/works?filter=author.id:A5070868747,3.0,17.0,
Angel Hsing-Chi Hwang,200,https://openalex.org/A5085100954,Angel Hsing‐Chi Hwang,https://api.openalex.org/works?filter=author.id:A5085100954,10.0,46.0,
Angel Sánchez,200,https://openalex.org/A5077285926,Ángel Sánchez,https://api.openalex.org/works?filter=author.id:A5077285926,44.0,335.0,
Angelina Voggenreiter,200,https://openalex.org/A5033400036,Angelina Voggenreiter,https://api.openalex.org/works?filter=author.id:A5033400036,2.0,5.0,
Aniko Biro,200,https://openalex.org/A5021991324,Anikó Bíró,https://api.openalex.org/works?filter=author.id:A5021991324,15.0,67.0,
Anita Keshmirian,200,https://openalex.org/A5002117379,Anita Keshmirian,https://api.openalex.org/works?filter=author.id:A5002117379,3.0,7.0,
Anjalie Field,200,https://openalex.org/A5022479813,Anjalie Field,https://api.openalex.org/works?filter=author.id:A5022479813,29.0,131.0,
Anku Rani,200,https://openalex.org/A5110627453,Anku Rani,https://api.openalex.org/works?filter=author.id:A5110627453,5.0,21.0,
Anli Peng,200,https://openalex.org/A5085824347,Peng Zhou,https://api.openalex.org/works?filter=author.id:A5085824347,7.0,37.0,
Ann Nowe,200,https://openalex.org/A5064553018,Ann Nowé,https://api.openalex.org/works?filter=author.id:A5064553018,42.0,619.0,
Anna Beers,200,https://openalex.org/A5003185083,Andrew Beers,https://api.openalex.org/works?filter=author.id:A5003185083,22.0,80.0,
Anna Bertani,200,https://openalex.org/A5076294545,Lorenzo Bertani,https://api.openalex.org/works?filter=author.id:A5076294545,29.0,194.0,
Anna De Simoni,200,https://openalex.org/A5091770864,Anna De Simoni,https://api.openalex.org/works?filter=author.id:A5091770864,24.0,101.0,
Anna Sara Ligeti,200,https://openalex.org/A5061454360,Anna Sára Ligeti,https://api.openalex.org/works?filter=author.id:A5061454360,3.0,14.0,
Anna Seo Gyeong Choi,200,https://openalex.org/A5102733770,Anna Seo Gyeong Choi,https://api.openalex.org/works?filter=author.id:A5102733770,3.0,15.0,
Anna Thoma,200,https://openalex.org/A5031351421,Anna Thoma,https://api.openalex.org/works?filter=author.id:A5031351421,1.0,1.0,
Anna-Carolina Haensch,200,https://openalex.org/A5037838698,Anna‐Carolina Haensch,https://api.openalex.org/works?filter=author.id:A5037838698,4.0,48.0,
Annabella Sakunkoo,200,https://openalex.org/A5109819792,Annabella Sakunkoo,https://api.openalex.org/works?filter=author.id:A5109819792,0.0,5.0,
Anne C Kroon,200,https://openalex.org/A5018717377,Anne C. Kroon,https://api.openalex.org/works?filter=author.id:A5018717377,16.0,45.0,
Anne Driscoll,200,https://openalex.org/A5050026032,Anne K. Driscoll,https://api.openalex.org/works?filter=author.id:A5050026032,35.0,77.0,
Anne Maass,200,https://openalex.org/A5037013778,Anne Maass,https://api.openalex.org/works?filter=author.id:A5037013778,53.0,202.0,
Anne-Marie Nussberger,200,https://openalex.org/A5086655976,Anne-Marie Nußberger,https://api.openalex.org/works?filter=author.id:A5086655976,11.0,34.0,
Annett Heft,200,https://openalex.org/A5024066633,Annett Heft,https://api.openalex.org/works?filter=author.id:A5024066633,16.0,61.0,
Annika Fredén,200,https://openalex.org/A5091010256,Nils Gustafsson,https://api.openalex.org/works?filter=author.id:A5091010256,28.0,176.0,
Annina Claesson,200,https://openalex.org/A5074509683,Annina Claesson,https://api.openalex.org/works?filter=author.id:A5074509683,3.0,10.0,
Anthony Olejniczak,200,https://openalex.org/A5070489486,Anthony J. Olejniczak,https://api.openalex.org/works?filter=author.id:A5070489486,32.0,91.0,
Anthony Paik,200,https://openalex.org/A5090765519,Anthony Paik,https://api.openalex.org/works?filter=author.id:A5090765519,21.0,71.0,
Antoine Vendeville,200,https://openalex.org/A5015651100,Antoine Vendeville,https://api.openalex.org/works?filter=author.id:A5015651100,4.0,21.0,
Anton Gollwitzer,200,https://openalex.org/A5031295007,Anton Gollwitzer,https://api.openalex.org/works?filter=author.id:A5031295007,19.0,59.0,
Antonina Zhiteneva,200,https://openalex.org/A5120126331,Antonina Zhiteneva,https://api.openalex.org/works?filter=author.id:A5120126331,0.0,2.0,
Aparna Ananthasubramaniam,200,https://openalex.org/A5053835888,Aparna Ananthasubramaniam,https://api.openalex.org/works?filter=author.id:A5053835888,3.0,18.0,
Aparna Balagopalan,200,https://openalex.org/A5010008842,Aparna Balagopalan,https://api.openalex.org/works?filter=author.id:A5010008842,10.0,35.0,
Arda Astam,200,https://openalex.org/A5119402064,Arda Astam,https://api.openalex.org/works?filter=author.id:A5119402064,0.0,1.0,
Ardyn Vivienne Olszko,200,,,,,,
Arianna Pera,200,https://openalex.org/A5040192490,Arianna Pera,https://api.openalex.org/works?filter=author.id:A5040192490,4.0,13.0,
Ariel Flint Ashery,200,https://openalex.org/A5114285271,Ariel Flint Ashery,https://api.openalex.org/works?filter=author.id:A5114285271,1.0,2.0,
Ariella Kristal,200,https://openalex.org/A5039705639,Ariella Kristal,https://api.openalex.org/works?filter=author.id:A5039705639,6.0,37.0,
Arkadiusz Lipiecki,200,https://openalex.org/A5080988332,Arkadiusz Lipiecki,https://api.openalex.org/works?filter=author.id:A5080988332,3.0,14.0,
Armin Pournaki,200,https://openalex.org/A5080502439,Armin Pournaki,https://api.openalex.org/works?filter=author.id:A5080502439,4.0,26.0,
Arnout van de Rijt,200,https://openalex.org/A5081982677,Arnout van de Rijt,https://api.openalex.org/works?filter=author.id:A5081982677,23.0,107.0,
Arthur Thomas Edward Capozzi Lupi,200,https://openalex.org/A5031186443,Arthur Capozzi,https://api.openalex.org/works?filter=author.id:A5031186443,3.0,14.0,
Arti Thakur,200,https://openalex.org/A5113328275,A.R. Thakur,https://api.openalex.org/works?filter=author.id:A5113328275,9.0,22.0,
Ashley Whillans,200,https://openalex.org/A5031735105,Ashley V. Whillans,https://api.openalex.org/works?filter=author.id:A5031735105,29.0,142.0,
Ashley Young,200,https://openalex.org/A5072015577,Ashley D. Young,https://api.openalex.org/works?filter=author.id:A5072015577,9.0,11.0,
Astha Verma,200,https://openalex.org/A5101618291,Astha Verma,https://api.openalex.org/works?filter=author.id:A5101618291,11.0,55.0,
Asya Zhelyazkova,200,https://openalex.org/A5075866737,Asya Zhelyazkova,https://api.openalex.org/works?filter=author.id:A5075866737,15.0,40.0,
Atushi Ishikawa,200,https://openalex.org/A5001097474,Atushi Ishikawa,https://api.openalex.org/works?filter=author.id:A5001097474,12.0,103.0,
August Lohse,200,https://openalex.org/A5059152087,August Lohse,https://api.openalex.org/works?filter=author.id:A5059152087,2.0,3.0,
Austin van Loon,200,https://openalex.org/A5008773289,Jan G. Voelkel,https://api.openalex.org/works?filter=author.id:A5008773289,20.0,76.0,
Aviral Chawla,200,https://openalex.org/A5034182754,A. Chawla,https://api.openalex.org/works?filter=author.id:A5034182754,6.0,16.0,
Axel Alness Borg,200,https://openalex.org/A5124876464,Axel Alness Borg,https://api.openalex.org/works?filter=author.id:A5124876464,0.0,1.0,
Axel Bruns,200,https://openalex.org/A5025254950,Axel Bruns,https://api.openalex.org/works?filter=author.id:A5025254950,58.0,526.0,
Ayan-Yue Gupta,200,https://openalex.org/A5058457102,Ayan-Yue Gupta,https://api.openalex.org/works?filter=author.id:A5058457102,2.0,22.0,
Ayush Kumar,200,https://openalex.org/A5028360618,Ayush Kumar,https://api.openalex.org/works?filter=author.id:A5028360618,34.0,158.0,
Azadeh Alavi,200,https://openalex.org/A5078604354,Afsáneh Alavi,https://api.openalex.org/works?filter=author.id:A5078604354,50.0,380.0,
Azza Bouleimen,200,https://openalex.org/A5076789096,Azza Bouleimen,https://api.openalex.org/works?filter=author.id:A5076789096,1.0,8.0,
Babak Hemmatian,200,https://openalex.org/A5043382223,Babak Hemmatian,https://api.openalex.org/works?filter=author.id:A5043382223,6.0,32.0,
Babak Heydari,200,https://openalex.org/A5073502448,Yakov Bart,https://api.openalex.org/works?filter=author.id:A5073502448,18.0,85.0,
Baird Howland,200,https://openalex.org/A5033543507,Baird Howland,https://api.openalex.org/works?filter=author.id:A5033543507,5.0,6.0,
Balázs Lengyel,200,https://openalex.org/A5005839111,Balázs Lengyel,https://api.openalex.org/works?filter=author.id:A5005839111,22.0,173.0,
Bangzhao Shu,200,https://openalex.org/A5110786764,Bangzhao Shu,https://api.openalex.org/works?filter=author.id:A5110786764,1.0,7.0,
Bao Tran Truong,200,https://openalex.org/A5090414289,Bao Tran Truong,https://api.openalex.org/works?filter=author.id:A5090414289,7.0,18.0,
Barbara Kamińska,200,https://openalex.org/A5035237325,Barbara Kamińska,https://api.openalex.org/works?filter=author.id:A5035237325,19.0,86.0,
Bastiaan Bruinsma,200,https://openalex.org/A5101490440,Bastiaan Bruinsma,https://api.openalex.org/works?filter=author.id:A5101490440,8.0,25.0,
Béatrice Mazoyer,200,https://openalex.org/A5090616863,Guillaume Plique,https://api.openalex.org/works?filter=author.id:A5090616863,5.0,36.0,
Bedoor AlShebli,200,https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,14.0,37.0,
Belén C Saldías Fuentes,200,,,,,,
Belinda Wade,200,https://openalex.org/A5038850161,Belinda Wade,https://api.openalex.org/works?filter=author.id:A5038850161,12.0,40.0,
Bella Struminskaya,200,https://openalex.org/A5059953820,Bella Struminskaya,https://api.openalex.org/works?filter=author.id:A5059953820,14.0,73.0,
Ben Dennes,200,https://openalex.org/A5074377249,Ben Dennes,https://api.openalex.org/works?filter=author.id:A5074377249,1.0,2.0,
Ben Lasse Wolf,200,https://openalex.org/A5011976528,Ben Lasse Wolf,https://api.openalex.org/works?filter=author.id:A5011976528,0.0,3.0,
Bendegúz Váradi,200,https://openalex.org/A5092353461,Bendegúz Váradi,https://api.openalex.org/works?filter=author.id:A5092353461,1.0,2.0,
Benjamin Frank Maier,200,https://openalex.org/A5042318907,Benjamin F. Maier,https://api.openalex.org/works?filter=author.id:A5042318907,13.0,51.0,
Benjamin Harack,200,https://openalex.org/A5023671549,Benjamin Harack,https://api.openalex.org/works?filter=author.id:A5023671549,4.0,10.0,
Benjamin Ooghe-Tabanou,200,https://openalex.org/A5072544873,Mathieu Jacomy,https://api.openalex.org/works?filter=author.id:A5072544873,15.0,92.0,
Benjamin S. Manning,200,https://openalex.org/A5012908746,Benjamin Manning,https://api.openalex.org/works?filter=author.id:A5012908746,6.0,13.0,
Beom Jun Kim,200,https://openalex.org/A5100739216,Beom‐Jun Kim,https://api.openalex.org/works?filter=author.id:A5100739216,42.0,277.0,
Bernhard Haslhofer,200,https://openalex.org/A5078932059,Bernhard Haslhofer,https://api.openalex.org/works?filter=author.id:A5078932059,25.0,147.0,
Bernice Pescosolido,200,https://openalex.org/A5007941468,Bernice A. Pescosolido,https://api.openalex.org/works?filter=author.id:A5007941468,65.0,328.0,
Betul Ozturan,200,https://openalex.org/A5115534702,Betül Özturan,https://api.openalex.org/works?filter=author.id:A5115534702,0.0,2.0,
Bijin Joseph,200,https://openalex.org/A5022729086,Bijin Joseph,https://api.openalex.org/works?filter=author.id:A5022729086,2.0,5.0,
Binglu Wang,200,https://openalex.org/A5043220498,Binglu Wang,https://api.openalex.org/works?filter=author.id:A5043220498,20.0,100.0,
Björn Komander,200,https://openalex.org/A5099860123,Björn Komander,https://api.openalex.org/works?filter=author.id:A5099860123,1.0,1.0,
Björn Lindström,200,https://openalex.org/A5063460972,Björn Lindström,https://api.openalex.org/works?filter=author.id:A5063460972,21.0,61.0,
Björn Pelzer,200,https://openalex.org/A5044522890,Björn Pelzer,https://api.openalex.org/works?filter=author.id:A5044522890,11.0,34.0,
Björn Ross,200,https://openalex.org/A5023817571,Björn Roß,https://api.openalex.org/works?filter=author.id:A5023817571,20.0,79.0,
Blas Kolic,200,https://openalex.org/A5086259064,Blas Kolic,https://api.openalex.org/works?filter=author.id:A5086259064,2.0,8.0,
Bogang Jun,200,https://openalex.org/A5007458424,Bogang Jun,https://api.openalex.org/works?filter=author.id:A5007458424,10.0,46.0,
Bogdan Mursan,200,,,,,,
Bojan Evkoski,200,https://openalex.org/A5038050687,Bojan Evkoski,https://api.openalex.org/works?filter=author.id:A5038050687,3.0,18.0,
Bowen Yi,200,https://openalex.org/A5009398155,Bowen Yi,https://api.openalex.org/works?filter=author.id:A5009398155,29.0,80.0,
Boyu Wang,200,https://openalex.org/A5079920605,Pong C. Yuen,https://api.openalex.org/works?filter=author.id:A5079920605,64.0,345.0,
Brahmani Nutakki,200,https://openalex.org/A5044851119,Brahmani Nutakki,https://api.openalex.org/works?filter=author.id:A5044851119,3.0,6.0,
Bramantyo Ibrahim Supriyatno,200,https://openalex.org/A5116004343,Bramantyo Ibrahim Supriyatno,https://api.openalex.org/works?filter=author.id:A5116004343,2.0,3.0,
Brandon M. Stewart,200,https://openalex.org/A5113226689,Brandon Stewart,https://api.openalex.org/works?filter=author.id:A5113226689,31.0,305.0,
Brandon Stewart,200,https://openalex.org/A5113226689,Brandon Stewart,https://api.openalex.org/works?filter=author.id:A5113226689,31.0,305.0,
Brendan O'Connor,200,https://openalex.org/A5074307166,Brendan O’Connor,https://api.openalex.org/works?filter=author.id:A5074307166,37.0,138.0,
Brennan Klein,200,https://openalex.org/A5034550396,Brennan Klein,https://api.openalex.org/works?filter=author.id:A5034550396,16.0,70.0,
Brian Uzzi,200,https://openalex.org/A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,51.0,191.0,
Bruce Lambert,200,https://openalex.org/A5033897197,Bruce L. Lambert,https://api.openalex.org/works?filter=author.id:A5033897197,33.0,156.0,
